Student ID,Gender,Year,Skills,Backlogs,Projects Completed,Internships,Companies Placed,Company Type,Domain,Salary,Higher Studies,Higher Studies Field,Location
199,Male,2022,"UI/UX Design, Cloud (AWS/Azure/GCP), Python, ML/AI",2,2,1,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Hyderabad
200,Male,2025,"Python, UI/UX Design",0,8,3,L&T Technology Services,Established,Automotive,1922447,No,Not Applicable,Mumbai
201,Female,2025,"C++, Java",0,5,4,Tata Motors,Established,Healthcare,1631263,Yes,Data Science,Kolkata
202,Female,2024,"Data Science, Java, ML/AI",1,6,3,Infosys,Established,IT Services,854619,No,Not Applicable,Delhi
203,Male,2024,"Networking, Java, Digital Marketing, ML/AI, Python",0,9,2,L&T Technology Services,Established,E-commerce,300000,No,Not Applicable,Pune
204,Male,2025,"Cybersecurity, UI/UX Design, Cloud (AWS/Azure/GCP)",3,6,2,L&T Technology Services,Established,E-commerce,1659976,Yes,Data Science,Kolkata
205,Male,2024,Python,1,8,3,Adobe,Established,Consulting,714369,No,Not Applicable,Jaipur
206,Female,2022,"UI/UX Design, Cloud (AWS/Azure/GCP)",0,9,2,Dr. Reddy's Labs,Established,FinTech,300000,No,Not Applicable,Mumbai
207,Female,2022,"Embedded Systems, ML/AI, Cloud (AWS/Azure/GCP)",1,3,3,TCS,Established,Automotive,847100,No,Not Applicable,Ahmedabad
208,Male,2022,"Data Science, Python",2,9,3,Tata Motors,Established,Consulting,1168070,Yes,MBA,Delhi
209,Female,2025,"Digital Marketing, Embedded Systems, Java, Blockchain, Web Dev (Full Stack)",1,10,3,Infosys,Established,Consulting,1966313,No,Not Applicable,Ahmedabad
210,Female,2024,"Cybersecurity, DevOps",0,9,3,Jio Platforms,Established,IT Services,1116211,No,Not Applicable,Bangalore
211,Male,2022,"Python, Embedded Systems, Web Dev (Full Stack)",0,4,1,Cisco,Established,E-commerce,1367950,No,Not Applicable,Mumbai
212,Male,2024,"Data Science, Embedded Systems, ML/AI, Python",3,6,4,Ola,Startup,Logistics,751834,No,Not Applicable,Hyderabad
213,Male,2023,Web Dev (Full Stack),0,4,4,Amazon,Established,E-commerce,504030,No,Not Applicable,Kolkata
214,Female,2024,"Cybersecurity, Java, Embedded Systems",1,2,2,Wipro,Established,Consulting,1385113,No,Not Applicable,Jaipur
215,Female,2024,"Networking, UI/UX Design, ML/AI, Python, Java",1,6,2,Amazon,Established,Logistics,1494888,Yes,MS (USA/EU),Jaipur
216,Female,2022,"ML/AI, Cloud (AWS/Azure/GCP), Embedded Systems, Data Science, UI/UX Design",0,3,4,Zomato,Startup,IT Services,532124,No,Not Applicable,Hyderabad
217,Male,2025,"Cloud (AWS/Azure/GCP), ML/AI, DevOps",1,5,3,Jio Platforms,Established,EdTech,899518,No,Not Applicable,Hyderabad
218,Male,2024,"ML/AI, Networking, Blockchain",3,3,0,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Kolkata
219,Female,2024,"Data Science, Embedded Systems, Web Dev (Full Stack)",2,9,2,Tech Mahindra,Established,Logistics,753255,No,Not Applicable,Bangalore
220,Male,2024,"Blockchain, Python",1,5,2,Not Placed,Not Placed,Not Placed,0,Yes,Cybersecurity,Hyderabad
221,Male,2022,"Cybersecurity, Networking, Digital Marketing, Web Dev (Full Stack)",0,5,2,Cognizant,Established,FinTech,1548110,No,Not Applicable,Bangalore
222,Male,2022,"ML/AI, DevOps, Data Science, Java",0,5,0,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Hyderabad
223,Female,2022,"ML/AI, DevOps",1,10,3,Tech Mahindra,Established,Consulting,2128890,No,Not Applicable,Mumbai
224,Female,2024,"Web Dev (Full Stack), C++, Cybersecurity, Cloud (AWS/Azure/GCP)",0,10,4,Tata Motors,Established,E-commerce,904196,No,Not Applicable,Delhi
225,Female,2025,"Data Science, Cybersecurity, Python",0,5,4,Tech Mahindra,Established,IT Services,1019055,No,Not Applicable,Pune
226,Male,2024,"Python, DevOps, ML/AI, Cloud (AWS/Azure/GCP), Data Science",2,3,4,Ola,Startup,Manufacturing,966122,No,Not Applicable,Bangalore
227,Female,2022,"Blockchain, C++, ML/AI, UI/UX Design, Cybersecurity",0,6,4,Cisco,Established,FinTech,1190017,No,Not Applicable,Hyderabad
228,Male,2025,"Python, Embedded Systems, Cloud (AWS/Azure/GCP)",3,4,0,Not Placed,Not Placed,Not Placed,0,Yes,AI/ML,Kolkata
229,Female,2022,"UI/UX Design, DevOps, Digital Marketing, C++",2,10,3,Infosys,Established,IT Services,2509449,No,Not Applicable,Bangalore
230,Female,2022,Web Dev (Full Stack),0,8,2,Cognizant,Established,FinTech,1954698,No,Not Applicable,Jaipur
231,Female,2024,"UI/UX Design, ML/AI, Python, Cloud (AWS/Azure/GCP)",0,4,2,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Ahmedabad
232,Male,2022,"UI/UX Design, Web Dev (Full Stack), Python, C++, Data Science",0,8,4,Microsoft,Established,IT Services,2274100,No,Not Applicable,Hyderabad
233,Female,2024,"Python, Java, ML/AI",2,9,1,Swiggy,Startup,Logistics,698771,No,Not Applicable,Delhi
234,Female,2024,"ML/AI, Digital Marketing, Data Science, Python",1,5,3,Paytm,Startup,E-commerce,443835,No,Not Applicable,Kolkata
235,Female,2024,"Python, Digital Marketing, Embedded Systems",0,4,3,Meta,Established,Automotive,1878270,No,Not Applicable,Chennai
236,Female,2024,"Blockchain, Embedded Systems, Networking",1,9,3,Ola,Startup,FinTech,597281,No,Not Applicable,Jaipur
237,Male,2024,"ML/AI, Python",1,3,4,Meta,Established,Healthcare,1543877,Yes,AI/ML,Kolkata
238,Female,2022,DevOps,0,6,4,TCS,Established,IT Services,961711,No,Not Applicable,Chennai
239,Female,2024,"Cloud (AWS/Azure/GCP), Networking",0,10,4,Dream11,Startup,Healthcare,681736,Yes,Data Science,Jaipur
240,Female,2022,"Digital Marketing, Python",1,1,1,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Ahmedabad
241,Female,2024,"Networking, Web Dev (Full Stack), Digital Marketing, DevOps, Cloud (AWS/Azure/GCP)",0,9,1,Jio Platforms,Established,Healthcare,1695320,Yes,PhD,Mumbai
242,Female,2022,"Python, Blockchain, Cloud (AWS/Azure/GCP)",1,4,3,Meta,Established,Healthcare,2603202,No,Not Applicable,Hyderabad
243,Female,2024,"DevOps, Web Dev (Full Stack), Blockchain, Data Science, Digital Marketing",2,6,2,Google,Established,Automotive,1793783,No,Not Applicable,Ahmedabad
244,Male,2023,"Digital Marketing, Cloud (AWS/Azure/GCP), Java",0,5,1,Flipkart,Established,Healthcare,1054380,No,Not Applicable,Jaipur
245,Male,2023,"Embedded Systems, Digital Marketing, Java",2,6,4,L&T Technology Services,Established,FinTech,943773,No,Not Applicable,Hyderabad
246,Female,2024,"Digital Marketing, Data Science, Embedded Systems, Python, C++",1,10,2,Byju's,Startup,FinTech,408128,No,Not Applicable,Kolkata
247,Male,2023,"Python, Web Dev (Full Stack), DevOps",0,4,4,Dr. Reddy's Labs,Established,Automotive,1847610,No,Not Applicable,Jaipur
248,Male,2023,"DevOps, Data Science, Embedded Systems",1,10,4,L&T Technology Services,Established,E-commerce,1414865,No,Not Applicable,Kolkata
249,Female,2025,"DevOps, Embedded Systems",3,4,2,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Hyderabad
250,Male,2025,"UI/UX Design, Embedded Systems, C++, Cybersecurity",0,7,2,Cisco,Established,Healthcare,1346334,Yes,MBA,Hyderabad
251,Female,2024,"Networking, ML/AI",0,3,4,Dr. Reddy's Labs,Established,Manufacturing,818376,No,Not Applicable,Bangalore
252,Male,2023,Embedded Systems,0,2,4,Dream11,Startup,IT Services,981263,Yes,M.Tech,Pune
253,Female,2022,"Cybersecurity, Java",0,1,3,Infosys,Established,E-commerce,494976,No,Not Applicable,Jaipur
254,Female,2025,"Networking, Cybersecurity, Blockchain",0,7,4,HCLTech,Established,EdTech,946153,No,Not Applicable,Pune
255,Male,2025,"Web Dev (Full Stack), C++",0,2,0,Not Placed,Not Placed,Not Placed,0,Yes,PhD,Chennai
256,Male,2024,"Networking, ML/AI",2,6,1,Oracle,Established,Logistics,1166078,No,Not Applicable,Ahmedabad
257,Male,2024,"Web Dev (Full Stack), Python, Embedded Systems",0,6,3,HCLTech,Established,Automotive,1572047,Yes,PhD,Chennai
258,Female,2022,"Python, ML/AI",0,10,1,Zomato,Startup,E-commerce,659999,No,Not Applicable,Hyderabad
259,Female,2025,"Web Dev (Full Stack), ML/AI, Blockchain",1,10,3,TCS,Established,IT Services,1929950,No,Not Applicable,Jaipur
260,Male,2024,"C++, Cloud (AWS/Azure/GCP)",2,2,2,Not Placed,Not Placed,Not Placed,0,Yes,PhD,Pune
261,Female,2024,"ML/AI, Python, Cybersecurity",1,8,3,Swiggy,Startup,Automotive,677598,No,Not Applicable,Ahmedabad
262,Male,2024,"C++, ML/AI",1,1,1,Not Placed,Not Placed,Not Placed,0,Yes,AI/ML,Jaipur
263,Female,2022,"Python, Java, Cloud (AWS/Azure/GCP)",3,7,4,Cisco,Established,EdTech,2077353,No,Not Applicable,Jaipur
264,Female,2025,"Data Science, C++, Python, UI/UX Design, Blockchain",3,5,2,Tata Motors,Established,Consulting,2176399,No,Not Applicable,Mumbai
265,Female,2025,Digital Marketing,0,7,3,Ola,Startup,IT Services,949707,No,Not Applicable,Ahmedabad
266,Female,2025,"Cybersecurity, Data Science",1,8,2,Byju's,Startup,Consulting,720569,No,Not Applicable,Pune
267,Male,2024,"Python, Cybersecurity, Java",0,8,4,Tata Motors,Established,Consulting,1177956,No,Not Applicable,Pune
268,Male,2025,"Python, Networking, DevOps, Blockchain, ML/AI",2,1,2,Not Placed,Not Placed,Not Placed,0,Yes,AI/ML,Bangalore
269,Male,2025,"C++, DevOps, ML/AI",2,8,4,Dr. Reddy's Labs,Established,IT Services,2013581,No,Not Applicable,Jaipur
270,Female,2024,"Java, Blockchain",1,5,4,Ola,Startup,Consulting,300000,Yes,Data Science,Hyderabad
271,Female,2023,"Digital Marketing, Data Science",1,7,0,Dr. Reddy's Labs,Established,Automotive,1136494,No,Not Applicable,Delhi
272,Male,2023,"Python, Cybersecurity, Cloud (AWS/Azure/GCP)",2,7,2,Flipkart,Established,Consulting,940405,No,Not Applicable,Mumbai
273,Female,2024,"ML/AI, UI/UX Design, DevOps, Digital Marketing",3,1,2,Not Placed,Not Placed,Not Placed,0,Yes,Cybersecurity,Bangalore
274,Female,2023,"Blockchain, Cybersecurity",1,4,3,Paytm,Startup,EdTech,378198,No,Not Applicable,Bangalore
275,Female,2022,"Blockchain, ML/AI, C++",1,4,2,TCS,Established,Consulting,1564192,No,Not Applicable,Bangalore
276,Male,2022,"Networking, UI/UX Design, ML/AI, C++",0,6,4,Tech Mahindra,Established,Manufacturing,618387,No,Not Applicable,Delhi
277,Female,2023,"Digital Marketing, DevOps, Embedded Systems",0,10,1,Meta,Established,Healthcare,1581814,No,Not Applicable,Mumbai
278,Male,2024,"DevOps, ML/AI, C++, Web Dev (Full Stack), Python",1,3,2,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Hyderabad
279,Male,2022,"C++, Java, DevOps",0,6,3,Dr. Reddy's Labs,Established,E-commerce,300000,No,Not Applicable,Delhi
280,Female,2025,"Cybersecurity, Networking, Java, ML/AI",2,7,4,Cognizant,Established,Automotive,1948109,No,Not Applicable,Delhi
281,Male,2023,"Data Science, Java, ML/AI, Digital Marketing",0,5,4,Google,Established,EdTech,783912,No,Not Applicable,Jaipur
282,Female,2025,"Data Science, Embedded Systems, Cybersecurity",2,5,3,Byju's,Startup,Healthcare,760066,No,Not Applicable,Jaipur
283,Female,2023,"Blockchain, Web Dev (Full Stack), C++, ML/AI",3,9,1,Paytm,Startup,EdTech,664749,No,Not Applicable,Kolkata
284,Female,2022,"UI/UX Design, Embedded Systems, Data Science, Cybersecurity, ML/AI",0,5,1,HCLTech,Established,Healthcare,2172796,Yes,PhD,Chennai
285,Female,2025,"ML/AI, Data Science",1,7,1,TCS,Established,Healthcare,1013564,No,Not Applicable,Jaipur
286,Male,2025,"DevOps, Embedded Systems, Python",0,8,0,Infosys,Established,Manufacturing,2460134,No,Not Applicable,Delhi
287,Male,2025,"C++, Cloud (AWS/Azure/GCP), ML/AI, Digital Marketing",2,9,3,Jio Platforms,Established,Consulting,1269841,No,Not Applicable,Pune
288,Male,2022,"UI/UX Design, Cloud (AWS/Azure/GCP)",1,3,0,Not Placed,Not Placed,Not Placed,0,Yes,MBA,Ahmedabad
289,Male,2025,"Digital Marketing, Embedded Systems, UI/UX Design, Java, Blockchain",2,6,4,L&T Technology Services,Established,E-commerce,1514672,No,Not Applicable,Chennai
290,Female,2025,"DevOps, Cybersecurity, Web Dev (Full Stack)",1,9,4,Oracle,Established,EdTech,767514,No,Not Applicable,Kolkata
291,Male,2025,"UI/UX Design, Embedded Systems",2,4,1,Not Placed,Not Placed,Not Placed,0,Yes,PhD,Pune
292,Female,2023,"UI/UX Design, C++, Cybersecurity",2,4,3,Infosys,Established,Automotive,1117433,No,Not Applicable,Bangalore
293,Male,2025,"Java, Web Dev (Full Stack), UI/UX Design, Cloud (AWS/Azure/GCP)",1,1,2,Not Placed,Not Placed,Not Placed,0,Yes,M.Tech,Pune
294,Female,2023,"Embedded Systems, ML/AI, Digital Marketing, Blockchain, UI/UX Design",0,7,2,Swiggy,Startup,E-commerce,871515,No,Not Applicable,Jaipur
295,Female,2023,"C++, Embedded Systems, Cybersecurity, Data Science",0,7,1,Tech Mahindra,Established,Logistics,1115576,No,Not Applicable,Pune
296,Male,2024,"Java, Cybersecurity",3,5,2,Oracle,Established,Consulting,1249532,Yes,M.Tech,Pune
297,Male,2023,"Cloud (AWS/Azure/GCP), C++, Java, DevOps",2,5,2,Wipro,Established,FinTech,493221,No,Not Applicable,Delhi
298,Female,2023,"C++, Data Science, Embedded Systems, Web Dev (Full Stack)",0,10,2,Flipkart,Established,Manufacturing,824306,No,Not Applicable,Jaipur
299,Female,2024,"Cybersecurity, Java, UI/UX Design",2,8,3,Jio Platforms,Established,Healthcare,1471265,No,Not Applicable,Jaipur
300,Male,2025,"Networking, Java, UI/UX Design, DevOps",0,6,3,Paytm,Startup,E-commerce,461687,No,Not Applicable,Pune
301,Male,2025,"Java, C++, Networking, Cloud (AWS/Azure/GCP), Blockchain",0,5,2,Not Placed,Not Placed,Not Placed,0,Yes,MS (USA/EU),Pune
302,Male,2023,Blockchain,1,9,4,Adobe,Established,Healthcare,568227,No,Not Applicable,Bangalore
303,Female,2023,"C++, UI/UX Design",0,4,1,Byju's,Startup,Manufacturing,857728,No,Not Applicable,Pune
304,Female,2024,"Cybersecurity, Digital Marketing, Data Science, Networking, C++",1,4,3,Paytm,Startup,EdTech,300000,No,Not Applicable,Chennai
305,Female,2024,"Data Science, Blockchain",0,7,3,Capgemini,Established,IT Services,2234312,No,Not Applicable,Chennai
306,Female,2022,"Cloud (AWS/Azure/GCP), UI/UX Design, Embedded Systems",0,6,3,TCS,Established,Logistics,1275351,No,Not Applicable,Pune
307,Female,2022,"Data Science, UI/UX Design, Web Dev (Full Stack), Networking, Python",1,7,3,Capgemini,Established,FinTech,1387850,No,Not Applicable,Jaipur
308,Male,2024,"Python, DevOps, C++, Cloud (AWS/Azure/GCP), Cybersecurity",3,5,2,Not Placed,Not Placed,Not Placed,0,Yes,Cybersecurity,Pune
309,Female,2022,"Networking, DevOps, Embedded Systems",1,5,1,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Chennai
310,Male,2024,"Networking, C++, UI/UX Design",1,8,3,TCS,Established,Healthcare,301773,No,Not Applicable,Bangalore
311,Female,2024,"Cybersecurity, Cloud (AWS/Azure/GCP), Digital Marketing, ML/AI",0,4,4,Meta,Established,IT Services,2274846,No,Not Applicable,Jaipur
312,Male,2025,"Data Science, Cybersecurity, ML/AI, Networking",0,10,4,Cognizant,Established,EdTech,700725,No,Not Applicable,Delhi
313,Male,2022,"DevOps, C++",0,4,2,Wipro,Established,IT Services,1866461,No,Not Applicable,Pune
314,Female,2024,"Digital Marketing, Data Science, DevOps",0,4,2,Jio Platforms,Established,FinTech,2419310,Yes,M.Tech,Pune
315,Male,2024,"Networking, Cloud (AWS/Azure/GCP)",0,8,3,Tech Mahindra,Established,Consulting,1458312,No,Not Applicable,Mumbai
316,Female,2025,"Blockchain, Data Science, Cloud (AWS/Azure/GCP), Networking",2,6,3,Swiggy,Startup,Logistics,300000,No,Not Applicable,Jaipur
317,Male,2023,"Java, Data Science, UI/UX Design",2,2,1,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Delhi
318,Female,2023,"Data Science, Digital Marketing",0,10,3,Paytm,Startup,Consulting,1283967,No,Not Applicable,Ahmedabad
319,Male,2023,"Web Dev (Full Stack), Embedded Systems",1,9,2,Cisco,Established,EdTech,2277010,No,Not Applicable,Delhi
320,Male,2023,"Embedded Systems, Digital Marketing, Cloud (AWS/Azure/GCP)",1,8,4,Amazon,Established,E-commerce,760605,No,Not Applicable,Bangalore
321,Female,2022,"Python, Web Dev (Full Stack)",3,8,4,L&T Technology Services,Established,E-commerce,1213718,No,Not Applicable,Delhi
322,Male,2025,"Data Science, ML/AI, Web Dev (Full Stack)",1,2,2,Not Placed,Not Placed,Not Placed,0,Yes,M.Tech,Chennai
323,Female,2022,"DevOps, ML/AI, UI/UX Design",0,10,4,Zomato,Startup,Healthcare,1161750,No,Not Applicable,Mumbai
324,Male,2024,"Networking, Python, Embedded Systems",1,3,2,Not Placed,Not Placed,Not Placed,0,Yes,AI/ML,Ahmedabad
325,Female,2025,"C++, DevOps, Embedded Systems, Data Science",2,6,2,Byju's,Startup,EdTech,300000,No,Not Applicable,Bangalore
326,Male,2023,Blockchain,0,8,4,Byju's,Startup,Manufacturing,300000,No,Not Applicable,Ahmedabad
327,Female,2023,"Cybersecurity, Python",0,3,4,Ola,Startup,Automotive,944955,No,Not Applicable,Delhi
328,Male,2024,"Blockchain, Cloud (AWS/Azure/GCP), Python",1,4,4,Adobe,Established,Logistics,1043219,No,Not Applicable,Delhi
329,Female,2025,Data Science,2,8,4,Oracle,Established,IT Services,2765656,No,Not Applicable,Kolkata
330,Male,2022,"Blockchain, Python, ML/AI",0,8,4,Jio Platforms,Established,IT Services,514261,No,Not Applicable,Jaipur
331,Male,2025,"C++, UI/UX Design, Cybersecurity",2,1,1,Not Placed,Not Placed,Not Placed,0,Yes,PhD,Jaipur
332,Female,2022,"ML/AI, Embedded Systems, Web Dev (Full Stack), DevOps, Data Science",0,7,3,Paytm,Startup,Manufacturing,315758,No,Not Applicable,Hyderabad
333,Male,2024,"ML/AI, Web Dev (Full Stack), Digital Marketing",0,10,2,Tata Motors,Established,IT Services,798784,No,Not Applicable,Pune
334,Male,2023,"Java, Data Science, UI/UX Design",0,5,3,Cognizant,Established,Manufacturing,1226183,No,Not Applicable,Bangalore
335,Male,2022,"Web Dev (Full Stack), Networking, Cloud (AWS/Azure/GCP), Embedded Systems, ML/AI",1,5,1,TCS,Established,IT Services,1616087,No,Not Applicable,Pune
336,Female,2025,ML/AI,0,10,3,Cognizant,Established,Healthcare,1581255,No,Not Applicable,Kolkata
337,Female,2025,"DevOps, ML/AI, C++, UI/UX Design, Cybersecurity",0,4,3,Amazon,Established,Logistics,333786,No,Not Applicable,Delhi
338,Male,2022,"Java, Embedded Systems",1,7,3,Tech Mahindra,Established,E-commerce,904780,No,Not Applicable,Mumbai
339,Female,2024,"Blockchain, Data Science, Networking, UI/UX Design",0,5,2,Ola,Startup,Consulting,1156620,No,Not Applicable,Ahmedabad
340,Female,2024,"DevOps, UI/UX Design",2,8,4,L&T Technology Services,Established,E-commerce,481395,No,Not Applicable,Ahmedabad
341,Female,2025,"Data Science, Cloud (AWS/Azure/GCP), Embedded Systems, ML/AI, Python",2,7,3,Dr. Reddy's Labs,Established,Logistics,1154183,No,Not Applicable,Bangalore
342,Female,2024,"Networking, Data Science, C++, Cybersecurity, Cloud (AWS/Azure/GCP)",1,8,4,Oracle,Established,Manufacturing,1222206,No,Not Applicable,Hyderabad
343,Female,2022,"Cybersecurity, UI/UX Design, C++, Cloud (AWS/Azure/GCP), Networking",0,1,0,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Delhi
344,Female,2024,"Blockchain, Cybersecurity, C++, DevOps",0,10,2,L&T Technology Services,Established,FinTech,1395746,No,Not Applicable,Hyderabad
345,Female,2025,"Cybersecurity, Blockchain, Data Science",1,6,2,Adobe,Established,FinTech,1348467,No,Not Applicable,Jaipur
346,Male,2023,"Data Science, Digital Marketing, Cloud (AWS/Azure/GCP), Python, C++",1,6,1,Meta,Established,Automotive,515611,No,Not Applicable,Bangalore
347,Male,2025,"Blockchain, DevOps, ML/AI, Java, Embedded Systems",1,5,1,Wipro,Established,Logistics,2095911,No,Not Applicable,Kolkata
348,Male,2025,"ML/AI, Embedded Systems",1,5,1,Capgemini,Established,EdTech,2207192,No,Not Applicable,Chennai
349,Male,2022,"Java, DevOps",1,5,4,Cognizant,Established,Consulting,1815080,No,Not Applicable,Kolkata
350,Male,2024,"Data Science, DevOps, Digital Marketing, Java",1,2,1,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Pune
351,Female,2023,"C++, UI/UX Design, Digital Marketing",2,5,1,Cognizant,Established,Healthcare,2609331,Yes,PhD,Chennai
352,Female,2023,"Networking, C++",2,6,4,Cisco,Established,Consulting,1920421,No,Not Applicable,Delhi
353,Female,2022,"DevOps, Digital Marketing",2,2,3,Tech Mahindra,Established,E-commerce,389375,No,Not Applicable,Chennai
354,Female,2025,"UI/UX Design, Digital Marketing, Data Science, DevOps",0,10,4,Microsoft,Established,EdTech,1120728,No,Not Applicable,Kolkata
355,Female,2022,ML/AI,1,7,4,Flipkart,Established,E-commerce,1923288,No,Not Applicable,Jaipur
356,Female,2024,"Cybersecurity, Digital Marketing, DevOps",1,10,3,Capgemini,Established,Healthcare,1091265,No,Not Applicable,Delhi
357,Female,2022,"Digital Marketing, Data Science, Blockchain",1,4,1,Not Placed,Not Placed,Not Placed,0,Yes,MBA,Pune
358,Female,2022,Java,2,8,4,Amazon,Established,Logistics,1312419,No,Not Applicable,Ahmedabad
359,Female,2025,"Digital Marketing, Web Dev (Full Stack)",1,7,4,Dream11,Startup,Healthcare,680223,No,Not Applicable,Hyderabad
