Student ID,Gender,Year,Skills,Backlogs,Projects Completed,Internships,Companies Placed,Company Type,Domain,Salary,Higher Studies,Higher Studies Field,Location,Experience_Level,Academic_Risk,Skill_Count,Placement_Readiness,Job_Score,Higher_Studies_Score,Skill_Improvement_Score,Wait_Improve_Score,Recommended_Options
125,Female,2024,"ML/AI, C++",0,8,4,Cisco,Established,FinTech,1844263,No,Not Applicable,Pune,High,Low,2,Medium,2,2,4,0,"['Skill Improvement', 'Immediate Job']"
126,Female,2024,ML/AI,2,5,4,Ola,Startup,Consulting,791896,No,Not Applicable,Pune,High,Medium,1,Low,2,1,2,2,"['Immediate Job', 'Skill Improvement']"
127,Male,2022,"Blockchain, ML/AI, Networking, DevOps",1,2,0,Not Placed,Not Placed,Not Placed,0,Yes,Data Science,Chennai,Low,Low,4,Medium,1,3,3,0,"['Higher Studies', 'Skill Improvement']"
128,Female,2025,Web Dev (Full Stack),0,9,2,Capgemini,Established,E-commerce,1542123,No,Not Applicable,Bangalore,High,Low,1,Low,2,2,2,2,"['Immediate Job', 'Higher Studies']"
129,Male,2023,"C++, Embedded Systems, Blockchain",1,5,1,Paytm,Startup,Manufacturing,1013689,No,Not Applicable,Ahmedabad,Medium,Low,3,Medium,2,2,3,0,"['Skill Improvement', 'Immediate Job']"
130,Male,2023,"Networking, Data Science, UI/UX Design, Embedded Systems, DevOps",1,3,4,Tech Mahindra,Established,FinTech,1111540,No,Not Applicable,Bangalore,Medium,Low,5,Medium,2,2,3,0,"['Skill Improvement', 'Immediate Job']"
131,Male,2024,"Data Science, UI/UX Design, Blockchain, Python, Web Dev (Full Stack)",2,9,3,Dr. Reddy's Labs,Established,Automotive,1771080,No,Not Applicable,Chennai,High,Medium,5,Medium,2,1,3,0,"['Skill Improvement', 'Immediate Job']"
132,Male,2024,DevOps,1,1,1,Not Placed,Not Placed,Not Placed,0,Yes,Cybersecurity,Ahmedabad,Medium,Low,1,Low,2,4,2,2,"['Higher Studies', 'Immediate Job']"
133,Female,2025,"Java, Cybersecurity, Digital Marketing, DevOps, C++",0,8,3,HCLTech,Established,Consulting,2094490,No,Not Applicable,Jaipur,High,Low,5,High,4,2,1,0,"['Immediate Job', 'Higher Studies']"
134,Female,2025,C++,1,3,0,TCS,Established,Manufacturing,1646303,No,Not Applicable,Pune,Medium,Low,1,Low,2,2,2,2,"['Immediate Job', 'Higher Studies']"
135,Female,2025,"Data Science, Cybersecurity",0,8,3,Tata Motors,Established,Healthcare,385264,No,Not Applicable,Bangalore,High,Low,2,Medium,2,2,4,0,"['Skill Improvement', 'Immediate Job']"
136,Female,2024,"ML/AI, Cybersecurity, Java, Blockchain, DevOps",1,3,2,Dream11,Startup,Healthcare,983738,No,Not Applicable,Ahmedabad,Medium,Low,5,Medium,2,2,3,0,"['Skill Improvement', 'Immediate Job']"
137,Male,2024,"Cloud (AWS/Azure/GCP), DevOps",0,8,4,Oracle,Established,Consulting,865883,No,Not Applicable,Ahmedabad,High,Low,2,Medium,2,2,4,0,"['Skill Improvement', 'Immediate Job']"
138,Female,2022,"Digital Marketing, Cloud (AWS/Azure/GCP), Data Science, UI/UX Design, C++",0,2,3,Adobe,Established,IT Services,1910241,No,Not Applicable,Mumbai,Medium,Low,5,Medium,2,2,3,0,"['Skill Improvement', 'Immediate Job']"
139,Female,2025,"C++, Networking, Web Dev (Full Stack)",1,8,3,Dr. Reddy's Labs,Established,FinTech,1383486,No,Not Applicable,Pune,High,Low,3,High,4,2,1,0,"['Immediate Job', 'Higher Studies']"
140,Male,2024,"Java, UI/UX Design",0,5,2,Not Placed,Not Placed,Not Placed,0,Yes,AI/ML,Chennai,High,Low,2,Medium,2,4,4,0,"['Higher Studies', 'Skill Improvement']"
141,Female,2022,UI/UX Design,2,2,0,Not Placed,Not Placed,Not Placed,0,Yes,Data Science,Chennai,Low,Medium,1,Low,1,2,2,2,"['Higher Studies', 'Skill Improvement']"
142,Female,2025,"Data Science, ML/AI, Blockchain, Digital Marketing",0,4,2,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Mumbai,Medium,Low,4,Medium,2,2,3,0,"['Skill Improvement', 'Immediate Job']"
143,Female,2025,"Networking, Digital Marketing",1,6,3,Tech Mahindra,Established,Consulting,753342,No,Not Applicable,Hyderabad,High,Low,2,Medium,2,2,4,0,"['Skill Improvement', 'Immediate Job']"
144,Female,2022,Blockchain,1,5,2,Flipkart,Established,Automotive,1643075,No,Not Applicable,Jaipur,High,Low,1,Low,2,2,2,2,"['Immediate Job', 'Higher Studies']"
145,Female,2024,"Python, Cybersecurity, Web Dev (Full Stack)",1,6,3,Swiggy,Startup,Healthcare,933272,No,Not Applicable,Bangalore,High,Low,3,High,4,2,1,0,"['Immediate Job', 'Higher Studies']"
146,Female,2024,"Networking, Cybersecurity, ML/AI, Python, C++",3,5,3,Amazon,Established,Consulting,2290068,No,Not Applicable,Jaipur,High,Medium,5,Medium,2,1,3,0,"['Skill Improvement', 'Immediate Job']"
147,Male,2025,"Cloud (AWS/Azure/GCP), Networking, C++",1,6,3,Tata Motors,Established,EdTech,1729008,No,Not Applicable,Chennai,High,Low,3,High,4,2,1,0,"['Immediate Job', 'Higher Studies']"
148,Male,2023,"Digital Marketing, Blockchain, Cloud (AWS/Azure/GCP), C++",2,7,2,Dr. Reddy's Labs,Established,Healthcare,1294688,Yes,AI/ML,Kolkata,High,Medium,4,Medium,2,3,3,0,"['Higher Studies', 'Skill Improvement']"
149,Male,2022,"Data Science, Java, Blockchain, Embedded Systems, ML/AI",1,10,4,Dream11,Startup,Consulting,767778,No,Not Applicable,Mumbai,High,Low,5,High,4,2,1,0,"['Immediate Job', 'Higher Studies']"
150,Female,2024,"Embedded Systems, DevOps, Cybersecurity, Blockchain, Cloud (AWS/Azure/GCP)",3,2,0,Not Placed,Not Placed,Not Placed,0,Yes,AI/ML,Kolkata,Low,Medium,5,Medium,1,2,3,0,"['Skill Improvement', 'Higher Studies']"
151,Male,2022,"Python, Cybersecurity, Blockchain",2,1,2,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Pune,Medium,Medium,3,Medium,2,1,3,0,"['Skill Improvement', 'Immediate Job']"
152,Female,2024,"Java, Cloud (AWS/Azure/GCP)",0,9,2,Flipkart,Established,E-commerce,1317349,No,Not Applicable,Delhi,High,Low,2,Medium,2,2,4,0,"['Skill Improvement', 'Immediate Job']"
153,Male,2022,"DevOps, Networking, Java, Cybersecurity",0,8,3,Dr. Reddy's Labs,Established,Manufacturing,1920845,No,Not Applicable,Bangalore,High,Low,4,High,4,2,1,0,"['Immediate Job', 'Higher Studies']"
154,Male,2023,"Cloud (AWS/Azure/GCP), Python, Embedded Systems",1,5,3,Jio Platforms,Established,EdTech,1672513,No,Not Applicable,Hyderabad,High,Low,3,High,4,2,1,0,"['Immediate Job', 'Higher Studies']"
155,Female,2024,"Java, Cybersecurity, Blockchain",0,4,3,Cisco,Established,EdTech,1603307,No,Not Applicable,Kolkata,Medium,Low,3,Medium,2,2,3,0,"['Skill Improvement', 'Immediate Job']"
156,Male,2022,"C++, Web Dev (Full Stack)",2,6,3,Dream11,Startup,Automotive,1292948,Yes,M.Tech,Jaipur,High,Medium,2,Medium,2,3,4,0,"['Skill Improvement', 'Higher Studies']"
157,Male,2025,"Embedded Systems, C++, Networking, Cybersecurity",1,4,3,Dream11,Startup,IT Services,1088363,No,Not Applicable,Ahmedabad,Medium,Low,4,Medium,2,2,3,0,"['Skill Improvement', 'Immediate Job']"
158,Male,2024,"Blockchain, Java, UI/UX Design",0,8,3,Flipkart,Established,Healthcare,961964,No,Not Applicable,Jaipur,High,Low,3,High,4,2,1,0,"['Immediate Job', 'Higher Studies']"
159,Male,2025,"UI/UX Design, ML/AI, Cybersecurity",0,4,4,Flipkart,Established,E-commerce,431146,No,Not Applicable,Kolkata,Medium,Low,3,Medium,2,2,3,0,"['Skill Improvement', 'Immediate Job']"
160,Male,2023,"Python, Cloud (AWS/Azure/GCP), Blockchain, Java, DevOps",0,6,3,Oracle,Established,E-commerce,1799131,No,Not Applicable,Hyderabad,High,Low,5,High,4,2,1,0,"['Immediate Job', 'Higher Studies']"
161,Female,2025,"Blockchain, C++",1,5,3,Meta,Established,Manufacturing,2065125,No,Not Applicable,Ahmedabad,High,Low,2,Medium,2,2,4,0,"['Skill Improvement', 'Immediate Job']"
162,Female,2022,"DevOps, ML/AI, UI/UX Design",0,8,4,HCLTech,Established,Manufacturing,1116488,No,Not Applicable,Chennai,High,Low,3,High,4,2,1,0,"['Immediate Job', 'Higher Studies']"
163,Female,2023,"Networking, Data Science, DevOps, Cloud (AWS/Azure/GCP)",1,5,3,Flipkart,Established,E-commerce,1278065,No,Not Applicable,Chennai,High,Low,4,High,4,2,1,0,"['Immediate Job', 'Higher Studies']"
164,Male,2023,"ML/AI, Data Science, Python",2,5,2,Amazon,Established,IT Services,1694873,No,Not Applicable,Hyderabad,High,Medium,3,Medium,2,1,3,0,"['Skill Improvement', 'Immediate Job']"
165,Female,2022,Networking,3,10,3,Dr. Reddy's Labs,Established,Logistics,1295550,No,Not Applicable,Kolkata,High,Medium,1,Low,2,1,2,2,"['Immediate Job', 'Skill Improvement']"
166,Male,2023,"UI/UX Design, Java",1,5,4,Cognizant,Established,Logistics,2015372,No,Not Applicable,Pune,High,Low,2,Medium,2,2,4,0,"['Skill Improvement', 'Immediate Job']"
167,Female,2024,"Python, Blockchain, Cybersecurity, Web Dev (Full Stack), Java",2,9,1,Dr. Reddy's Labs,Established,FinTech,1258252,No,Not Applicable,Jaipur,Medium,Medium,5,Medium,2,1,3,0,"['Skill Improvement', 'Immediate Job']"
168,Male,2024,"Web Dev (Full Stack), Cloud (AWS/Azure/GCP), Embedded Systems, Data Science",0,5,4,Amazon,Established,E-commerce,2145561,No,Not Applicable,Bangalore,High,Low,4,High,4,2,1,0,"['Immediate Job', 'Higher Studies']"
169,Female,2023,"Networking, DevOps",2,8,4,Cisco,Established,Consulting,2010862,No,Not Applicable,Delhi,High,Medium,2,Medium,2,1,4,0,"['Skill Improvement', 'Immediate Job']"
170,Male,2022,"Java, Digital Marketing, Blockchain",3,5,2,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Bangalore,High,Medium,3,Medium,2,1,3,0,"['Skill Improvement', 'Immediate Job']"
171,Female,2025,"UI/UX Design, ML/AI",1,6,2,TCS,Established,Logistics,1546163,No,Not Applicable,Pune,High,Low,2,Medium,2,2,4,0,"['Skill Improvement', 'Immediate Job']"
172,Male,2022,"Cybersecurity, C++, Data Science, Networking",3,6,3,Google,Established,Manufacturing,1386325,No,Not Applicable,Kolkata,High,Medium,4,Medium,2,1,3,0,"['Skill Improvement', 'Immediate Job']"
173,Male,2023,"Data Science, Blockchain",1,4,1,Not Placed,Not Placed,Not Placed,0,Yes,PhD,Kolkata,Medium,Low,2,Medium,2,4,4,0,"['Higher Studies', 'Skill Improvement']"
174,Female,2023,"Java, Cloud (AWS/Azure/GCP)",0,3,2,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Hyderabad,Medium,Low,2,Medium,2,2,4,0,"['Skill Improvement', 'Immediate Job']"
175,Female,2025,Cloud (AWS/Azure/GCP),0,6,2,Google,Established,Manufacturing,2383970,No,Not Applicable,Mumbai,High,Low,1,Low,2,2,2,2,"['Immediate Job', 'Higher Studies']"
176,Male,2023,"Cybersecurity, Blockchain, DevOps, Java",3,1,0,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Bangalore,Low,Medium,4,Medium,1,0,3,0,"['Skill Improvement', 'Immediate Job']"
177,Male,2022,"Embedded Systems, Java, Cybersecurity, Networking, DevOps",2,7,4,Microsoft,Established,E-commerce,2585513,No,Not Applicable,Kolkata,High,Medium,5,Medium,2,1,3,0,"['Skill Improvement', 'Immediate Job']"
178,Female,2022,"Data Science, Cloud (AWS/Azure/GCP), Java, Web Dev (Full Stack)",1,4,2,Ola,Startup,FinTech,326388,No,Not Applicable,Bangalore,Medium,Low,4,Medium,2,2,3,0,"['Skill Improvement', 'Immediate Job']"
179,Female,2024,"UI/UX Design, Data Science, Cybersecurity",2,10,3,L&T Technology Services,Established,E-commerce,1289374,Yes,Data Science,Mumbai,High,Medium,3,Medium,2,3,3,0,"['Higher Studies', 'Skill Improvement']"
180,Male,2025,Cybersecurity,0,6,1,TCS,Established,Logistics,851676,Yes,PhD,Bangalore,Medium,Low,1,Low,2,4,2,2,"['Higher Studies', 'Immediate Job']"
181,Female,2025,"Networking, Blockchain, Web Dev (Full Stack)",1,7,3,HCLTech,Established,Automotive,1776004,No,Not Applicable,Hyderabad,High,Low,3,High,4,2,1,0,"['Immediate Job', 'Higher Studies']"
182,Male,2023,"Data Science, Cloud (AWS/Azure/GCP), Java",0,4,0,Not Placed,Not Placed,Not Placed,0,Yes,MBA,Pune,Medium,Low,3,Medium,2,4,3,0,"['Higher Studies', 'Skill Improvement']"
183,Male,2025,"Blockchain, Digital Marketing, Embedded Systems, DevOps",0,10,0,Google,Established,EdTech,1436170,Yes,PhD,Delhi,Medium,Low,4,Medium,2,4,3,0,"['Higher Studies', 'Skill Improvement']"
184,Female,2025,"Java, Blockchain, Embedded Systems, ML/AI",0,6,0,Swiggy,Startup,IT Services,702524,No,Not Applicable,Chennai,Medium,Low,4,Medium,2,2,3,0,"['Skill Improvement', 'Immediate Job']"
185,Female,2024,"Cloud (AWS/Azure/GCP), Web Dev (Full Stack), UI/UX Design, Java",0,2,2,Microsoft,Established,FinTech,1715418,No,Not Applicable,Delhi,Medium,Low,4,Medium,2,2,3,0,"['Skill Improvement', 'Immediate Job']"
186,Male,2022,"DevOps, Digital Marketing, C++",0,2,1,Meta,Established,FinTech,1542550,Yes,Data Science,Bangalore,Medium,Low,3,Medium,2,4,3,0,"['Higher Studies', 'Skill Improvement']"
187,Female,2023,"Digital Marketing, Data Science, Cybersecurity, Blockchain",3,5,2,Ola,Startup,Manufacturing,423806,No,Not Applicable,Bangalore,High,Medium,4,Medium,2,1,3,0,"['Skill Improvement', 'Immediate Job']"
188,Male,2024,"Python, Web Dev (Full Stack), Networking",0,6,3,Oracle,Established,Automotive,2082639,No,Not Applicable,Mumbai,High,Low,3,High,4,2,1,0,"['Immediate Job', 'Higher Studies']"
189,Female,2023,"Blockchain, Cybersecurity, Digital Marketing, UI/UX Design",2,5,3,Tata Motors,Established,Logistics,1434510,No,Not Applicable,Chennai,High,Medium,4,Medium,2,1,3,0,"['Skill Improvement', 'Immediate Job']"
190,Female,2023,"Networking, DevOps, ML/AI",2,6,2,Ola,Startup,EdTech,675118,No,Not Applicable,Ahmedabad,High,Medium,3,Medium,2,1,3,0,"['Skill Improvement', 'Immediate Job']"
191,Female,2024,"Data Science, Python, Cybersecurity, DevOps, UI/UX Design",0,4,4,Dream11,Startup,Logistics,536194,No,Not Applicable,Chennai,Medium,Low,5,Medium,2,2,3,0,"['Skill Improvement', 'Immediate Job']"
192,Male,2025,"Java, Digital Marketing, C++",0,6,1,HCLTech,Established,E-commerce,1513707,Yes,Data Science,Bangalore,Medium,Low,3,Medium,2,4,3,0,"['Higher Studies', 'Skill Improvement']"
193,Female,2025,"Cybersecurity, Data Science",2,6,3,Zomato,Startup,Logistics,354084,No,Not Applicable,Chennai,High,Medium,2,Medium,2,1,4,0,"['Skill Improvement', 'Immediate Job']"
194,Female,2024,"Blockchain, Cloud (AWS/Azure/GCP), Cybersecurity",0,5,4,Adobe,Established,E-commerce,1863179,No,Not Applicable,Bangalore,High,Low,3,High,4,2,1,0,"['Immediate Job', 'Higher Studies']"
195,Male,2025,"C++, Python, Blockchain, DevOps",3,10,4,TCS,Established,Healthcare,2772832,No,Not Applicable,Pune,High,Medium,4,Medium,2,1,3,0,"['Skill Improvement', 'Immediate Job']"
196,Female,2022,"C++, DevOps, Data Science, Web Dev (Full Stack)",1,3,2,Wipro,Established,Consulting,1845554,No,Not Applicable,Hyderabad,Medium,Low,4,Medium,2,2,3,0,"['Skill Improvement', 'Immediate Job']"
197,Male,2023,"Blockchain, Cloud (AWS/Azure/GCP), Python",2,5,0,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Hyderabad,Medium,Medium,3,Medium,2,1,3,0,"['Skill Improvement', 'Immediate Job']"
198,Male,2024,"DevOps, C++, Cloud (AWS/Azure/GCP)",3,7,1,Dr. Reddy's Labs,Established,FinTech,1965314,No,Not Applicable,Kolkata,Medium,Medium,3,Medium,2,1,3,0,"['Skill Improvement', 'Immediate Job']"
199,Male,2022,"UI/UX Design, Cloud (AWS/Azure/GCP), Python, ML/AI",2,2,1,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Hyderabad,Medium,Medium,4,Medium,2,1,3,0,"['Skill Improvement', 'Immediate Job']"
200,Male,2025,"Python, UI/UX Design",0,8,3,L&T Technology Services,Established,Automotive,1922447,No,Not Applicable,Mumbai,High,Low,2,Medium,2,2,4,0,"['Skill Improvement', 'Immediate Job']"
201,Female,2025,"C++, Java",0,5,4,Tata Motors,Established,Healthcare,1631263,Yes,Data Science,Kolkata,High,Low,2,Medium,2,4,4,0,"['Higher Studies', 'Skill Improvement']"
202,Female,2024,"Data Science, Java, ML/AI",1,6,3,Infosys,Established,IT Services,854619,No,Not Applicable,Delhi,High,Low,3,High,4,2,1,0,"['Immediate Job', 'Higher Studies']"
203,Male,2024,"Networking, Java, Digital Marketing, ML/AI, Python",0,9,2,L&T Technology Services,Established,E-commerce,300000,No,Not Applicable,Pune,High,Low,5,High,4,2,1,0,"['Immediate Job', 'Higher Studies']"
204,Male,2025,"Cybersecurity, UI/UX Design, Cloud (AWS/Azure/GCP)",3,6,2,L&T Technology Services,Established,E-commerce,1659976,Yes,Data Science,Kolkata,High,Medium,3,Medium,2,3,3,0,"['Higher Studies', 'Skill Improvement']"
205,Male,2024,Python,1,8,3,Adobe,Established,Consulting,714369,No,Not Applicable,Jaipur,High,Low,1,Low,2,2,2,2,"['Immediate Job', 'Higher Studies']"
206,Female,2022,"UI/UX Design, Cloud (AWS/Azure/GCP)",0,9,2,Dr. Reddy's Labs,Established,FinTech,300000,No,Not Applicable,Mumbai,High,Low,2,Medium,2,2,4,0,"['Skill Improvement', 'Immediate Job']"
207,Female,2022,"Embedded Systems, ML/AI, Cloud (AWS/Azure/GCP)",1,3,3,TCS,Established,Automotive,847100,No,Not Applicable,Ahmedabad,Medium,Low,3,Medium,2,2,3,0,"['Skill Improvement', 'Immediate Job']"
208,Male,2022,"Data Science, Python",2,9,3,Tata Motors,Established,Consulting,1168070,Yes,MBA,Delhi,High,Medium,2,Medium,2,3,4,0,"['Skill Improvement', 'Higher Studies']"
209,Female,2025,"Digital Marketing, Embedded Systems, Java, Blockchain, Web Dev (Full Stack)",1,10,3,Infosys,Established,Consulting,1966313,No,Not Applicable,Ahmedabad,High,Low,5,High,4,2,1,0,"['Immediate Job', 'Higher Studies']"
210,Female,2024,"Cybersecurity, DevOps",0,9,3,Jio Platforms,Established,IT Services,1116211,No,Not Applicable,Bangalore,High,Low,2,Medium,2,2,4,0,"['Skill Improvement', 'Immediate Job']"
211,Male,2022,"Python, Embedded Systems, Web Dev (Full Stack)",0,4,1,Cisco,Established,E-commerce,1367950,No,Not Applicable,Mumbai,Medium,Low,3,Medium,2,2,3,0,"['Skill Improvement', 'Immediate Job']"
212,Male,2024,"Data Science, Embedded Systems, ML/AI, Python",3,6,4,Ola,Startup,Logistics,751834,No,Not Applicable,Hyderabad,High,Medium,4,Medium,2,1,3,0,"['Skill Improvement', 'Immediate Job']"
213,Male,2023,Web Dev (Full Stack),0,4,4,Amazon,Established,E-commerce,504030,No,Not Applicable,Kolkata,Medium,Low,1,Low,2,2,2,2,"['Immediate Job', 'Higher Studies']"
214,Female,2024,"Cybersecurity, Java, Embedded Systems",1,2,2,Wipro,Established,Consulting,1385113,No,Not Applicable,Jaipur,Medium,Low,3,Medium,2,2,3,0,"['Skill Improvement', 'Immediate Job']"
215,Female,2024,"Networking, UI/UX Design, ML/AI, Python, Java",1,6,2,Amazon,Established,Logistics,1494888,Yes,MS (USA/EU),Jaipur,High,Low,5,High,4,4,1,0,"['Immediate Job', 'Higher Studies']"
216,Female,2022,"ML/AI, Cloud (AWS/Azure/GCP), Embedded Systems, Data Science, UI/UX Design",0,3,4,Zomato,Startup,IT Services,532124,No,Not Applicable,Hyderabad,Medium,Low,5,Medium,2,2,3,0,"['Skill Improvement', 'Immediate Job']"
217,Male,2025,"Cloud (AWS/Azure/GCP), ML/AI, DevOps",1,5,3,Jio Platforms,Established,EdTech,899518,No,Not Applicable,Hyderabad,High,Low,3,High,4,2,1,0,"['Immediate Job', 'Higher Studies']"
218,Male,2024,"ML/AI, Networking, Blockchain",3,3,0,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Kolkata,Medium,Medium,3,Medium,2,1,3,0,"['Skill Improvement', 'Immediate Job']"
219,Female,2024,"Data Science, Embedded Systems, Web Dev (Full Stack)",2,9,2,Tech Mahindra,Established,Logistics,753255,No,Not Applicable,Bangalore,High,Medium,3,Medium,2,1,3,0,"['Skill Improvement', 'Immediate Job']"
220,Male,2024,"Blockchain, Python",1,5,2,Not Placed,Not Placed,Not Placed,0,Yes,Cybersecurity,Hyderabad,High,Low,2,Medium,2,4,4,0,"['Higher Studies', 'Skill Improvement']"
221,Male,2022,"Cybersecurity, Networking, Digital Marketing, Web Dev (Full Stack)",0,5,2,Cognizant,Established,FinTech,1548110,No,Not Applicable,Bangalore,High,Low,4,High,4,2,1,0,"['Immediate Job', 'Higher Studies']"
222,Male,2022,"ML/AI, DevOps, Data Science, Java",0,5,0,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Hyderabad,Medium,Low,4,Medium,2,2,3,0,"['Skill Improvement', 'Immediate Job']"
223,Female,2022,"ML/AI, DevOps",1,10,3,Tech Mahindra,Established,Consulting,2128890,No,Not Applicable,Mumbai,High,Low,2,Medium,2,2,4,0,"['Skill Improvement', 'Immediate Job']"
224,Female,2024,"Web Dev (Full Stack), C++, Cybersecurity, Cloud (AWS/Azure/GCP)",0,10,4,Tata Motors,Established,E-commerce,904196,No,Not Applicable,Delhi,High,Low,4,High,4,2,1,0,"['Immediate Job', 'Higher Studies']"
225,Female,2025,"Data Science, Cybersecurity, Python",0,5,4,Tech Mahindra,Established,IT Services,1019055,No,Not Applicable,Pune,High,Low,3,High,4,2,1,0,"['Immediate Job', 'Higher Studies']"
226,Male,2024,"Python, DevOps, ML/AI, Cloud (AWS/Azure/GCP), Data Science",2,3,4,Ola,Startup,Manufacturing,966122,No,Not Applicable,Bangalore,Medium,Medium,5,Medium,2,1,3,0,"['Skill Improvement', 'Immediate Job']"
227,Female,2022,"Blockchain, C++, ML/AI, UI/UX Design, Cybersecurity",0,6,4,Cisco,Established,FinTech,1190017,No,Not Applicable,Hyderabad,High,Low,5,High,4,2,1,0,"['Immediate Job', 'Higher Studies']"
228,Male,2025,"Python, Embedded Systems, Cloud (AWS/Azure/GCP)",3,4,0,Not Placed,Not Placed,Not Placed,0,Yes,AI/ML,Kolkata,Medium,Medium,3,Medium,2,3,3,0,"['Higher Studies', 'Skill Improvement']"
229,Female,2022,"UI/UX Design, DevOps, Digital Marketing, C++",2,10,3,Infosys,Established,IT Services,2509449,No,Not Applicable,Bangalore,High,Medium,4,Medium,2,1,3,0,"['Skill Improvement', 'Immediate Job']"
230,Female,2022,Web Dev (Full Stack),0,8,2,Cognizant,Established,FinTech,1954698,No,Not Applicable,Jaipur,High,Low,1,Low,2,2,2,2,"['Immediate Job', 'Higher Studies']"
231,Female,2024,"UI/UX Design, ML/AI, Python, Cloud (AWS/Azure/GCP)",0,4,2,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Ahmedabad,Medium,Low,4,Medium,2,2,3,0,"['Skill Improvement', 'Immediate Job']"
232,Male,2022,"UI/UX Design, Web Dev (Full Stack), Python, C++, Data Science",0,8,4,Microsoft,Established,IT Services,2274100,No,Not Applicable,Hyderabad,High,Low,5,High,4,2,1,0,"['Immediate Job', 'Higher Studies']"
