Student ID,Gender,Year,Skills,Backlogs,Projects Completed,Internships,Companies Placed,Company Type,Domain,Salary,Higher Studies,Higher Studies Field,Location,Experience_Level,Academic_Risk,Skill_Count,Placement_Readiness
170,Male,2022,"Java, Digital Marketing, Blockchain",3,5,2,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Bangalore,High,Medium,3,Medium
171,Female,2025,"UI/UX Design, ML/AI",1,6,2,TCS,Established,Logistics,1546163,No,Not Applicable,Pune,High,Low,2,Medium
172,Male,2022,"Cybersecurity, C++, Data Science, Networking",3,6,3,Google,Established,Manufacturing,1386325,No,Not Applicable,Kolkata,High,Medium,4,Medium
173,Male,2023,"Data Science, Blockchain",1,4,1,Not Placed,Not Placed,Not Placed,0,Yes,PhD,Kolkata,Medium,Low,2,Medium
174,Female,2023,"Java, Cloud (AWS/Azure/GCP)",0,3,2,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Hyderabad,Medium,Low,2,Medium
175,Female,2025,Cloud (AWS/Azure/GCP),0,6,2,Google,Established,Manufacturing,2383970,No,Not Applicable,Mumbai,High,Low,1,Low
176,Male,2023,"Cybersecurity, Blockchain, DevOps, Java",3,1,0,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Bangalore,Low,Medium,4,Medium
177,Male,2022,"Embedded Systems, Java, Cybersecurity, Networking, DevOps",2,7,4,Microsoft,Established,E-commerce,2585513,No,Not Applicable,Kolkata,High,Medium,5,Medium
178,Female,2022,"Data Science, Cloud (AWS/Azure/GCP), Java, Web Dev (Full Stack)",1,4,2,Ola,Startup,FinTech,326388,No,Not Applicable,Bangalore,Medium,Low,4,Medium
179,Female,2024,"UI/UX Design, Data Science, Cybersecurity",2,10,3,L&T Technology Services,Established,E-commerce,1289374,Yes,Data Science,Mumbai,High,Medium,3,Medium
180,Male,2025,Cybersecurity,0,6,1,TCS,Established,Logistics,851676,Yes,PhD,Bangalore,Medium,Low,1,Low
181,Female,2025,"Networking, Blockchain, Web Dev (Full Stack)",1,7,3,HCLTech,Established,Automotive,1776004,No,Not Applicable,Hyderabad,High,Low,3,High
182,Male,2023,"Data Science, Cloud (AWS/Azure/GCP), Java",0,4,0,Not Placed,Not Placed,Not Placed,0,Yes,MBA,Pune,Medium,Low,3,Medium
183,Male,2025,"Blockchain, Digital Marketing, Embedded Systems, DevOps",0,10,0,Google,Established,EdTech,1436170,Yes,PhD,Delhi,Medium,Low,4,Medium
184,Female,2025,"Java, Blockchain, Embedded Systems, ML/AI",0,6,0,Swiggy,Startup,IT Services,702524,No,Not Applicable,Chennai,Medium,Low,4,Medium
185,Female,2024,"Cloud (AWS/Azure/GCP), Web Dev (Full Stack), UI/UX Design, Java",0,2,2,Microsoft,Established,FinTech,1715418,No,Not Applicable,Delhi,Medium,Low,4,Medium
186,Male,2022,"DevOps, Digital Marketing, C++",0,2,1,Meta,Established,FinTech,1542550,Yes,Data Science,Bangalore,Medium,Low,3,Medium
187,Female,2023,"Digital Marketing, Data Science, Cybersecurity, Blockchain",3,5,2,Ola,Startup,Manufacturing,423806,No,Not Applicable,Bangalore,High,Medium,4,Medium
188,Male,2024,"Python, Web Dev (Full Stack), Networking",0,6,3,Oracle,Established,Automotive,2082639,No,Not Applicable,Mumbai,High,Low,3,High
189,Female,2023,"Blockchain, Cybersecurity, Digital Marketing, UI/UX Design",2,5,3,Tata Motors,Established,Logistics,1434510,No,Not Applicable,Chennai,High,Medium,4,Medium
190,Female,2023,"Networking, DevOps, ML/AI",2,6,2,Ola,Startup,EdTech,675118,No,Not Applicable,Ahmedabad,High,Medium,3,Medium
191,Female,2024,"Data Science, Python, Cybersecurity, DevOps, UI/UX Design",0,4,4,Dream11,Startup,Logistics,536194,No,Not Applicable,Chennai,Medium,Low,5,Medium
192,Male,2025,"Java, Digital Marketing, C++",0,6,1,HCLTech,Established,E-commerce,1513707,Yes,Data Science,Bangalore,Medium,Low,3,Medium
193,Female,2025,"Cybersecurity, Data Science",2,6,3,Zomato,Startup,Logistics,354084,No,Not Applicable,Chennai,High,Medium,2,Medium
194,Female,2024,"Blockchain, Cloud (AWS/Azure/GCP), Cybersecurity",0,5,4,Adobe,Established,E-commerce,1863179,No,Not Applicable,Bangalore,High,Low,3,High
195,Male,2025,"C++, Python, Blockchain, DevOps",3,10,4,TCS,Established,Healthcare,2772832,No,Not Applicable,Pune,High,Medium,4,Medium
196,Female,2022,"C++, DevOps, Data Science, Web Dev (Full Stack)",1,3,2,Wipro,Established,Consulting,1845554,No,Not Applicable,Hyderabad,Medium,Low,4,Medium
197,Male,2023,"Blockchain, Cloud (AWS/Azure/GCP), Python",2,5,0,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Hyderabad,Medium,Medium,3,Medium
198,Male,2024,"DevOps, C++, Cloud (AWS/Azure/GCP)",3,7,1,Dr. Reddy's Labs,Established,FinTech,1965314,No,Not Applicable,Kolkata,Medium,Medium,3,Medium
199,Male,2022,"UI/UX Design, Cloud (AWS/Azure/GCP), Python, ML/AI",2,2,1,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Hyderabad,Medium,Medium,4,Medium
200,Male,2025,"Python, UI/UX Design",0,8,3,L&T Technology Services,Established,Automotive,1922447,No,Not Applicable,Mumbai,High,Low,2,Medium
201,Female,2025,"C++, Java",0,5,4,Tata Motors,Established,Healthcare,1631263,Yes,Data Science,Kolkata,High,Low,2,Medium
202,Female,2024,"Data Science, Java, ML/AI",1,6,3,Infosys,Established,IT Services,854619,No,Not Applicable,Delhi,High,Low,3,High
203,Male,2024,"Networking, Java, Digital Marketing, ML/AI, Python",0,9,2,L&T Technology Services,Established,E-commerce,300000,No,Not Applicable,Pune,High,Low,5,High
204,Male,2025,"Cybersecurity, UI/UX Design, Cloud (AWS/Azure/GCP)",3,6,2,L&T Technology Services,Established,E-commerce,1659976,Yes,Data Science,Kolkata,High,Medium,3,Medium
205,Male,2024,Python,1,8,3,Adobe,Established,Consulting,714369,No,Not Applicable,Jaipur,High,Low,1,Low
206,Female,2022,"UI/UX Design, Cloud (AWS/Azure/GCP)",0,9,2,Dr. Reddy's Labs,Established,FinTech,300000,No,Not Applicable,Mumbai,High,Low,2,Medium
207,Female,2022,"Embedded Systems, ML/AI, Cloud (AWS/Azure/GCP)",1,3,3,TCS,Established,Automotive,847100,No,Not Applicable,Ahmedabad,Medium,Low,3,Medium
208,Male,2022,"Data Science, Python",2,9,3,Tata Motors,Established,Consulting,1168070,Yes,MBA,Delhi,High,Medium,2,Medium
209,Female,2025,"Digital Marketing, Embedded Systems, Java, Blockchain, Web Dev (Full Stack)",1,10,3,Infosys,Established,Consulting,1966313,No,Not Applicable,Ahmedabad,High,Low,5,High
210,Female,2024,"Cybersecurity, DevOps",0,9,3,Jio Platforms,Established,IT Services,1116211,No,Not Applicable,Bangalore,High,Low,2,Medium
211,Male,2022,"Python, Embedded Systems, Web Dev (Full Stack)",0,4,1,Cisco,Established,E-commerce,1367950,No,Not Applicable,Mumbai,Medium,Low,3,Medium
212,Male,2024,"Data Science, Embedded Systems, ML/AI, Python",3,6,4,Ola,Startup,Logistics,751834,No,Not Applicable,Hyderabad,High,Medium,4,Medium
213,Male,2023,Web Dev (Full Stack),0,4,4,Amazon,Established,E-commerce,504030,No,Not Applicable,Kolkata,Medium,Low,1,Low
214,Female,2024,"Cybersecurity, Java, Embedded Systems",1,2,2,Wipro,Established,Consulting,1385113,No,Not Applicable,Jaipur,Medium,Low,3,Medium
215,Female,2024,"Networking, UI/UX Design, ML/AI, Python, Java",1,6,2,Amazon,Established,Logistics,1494888,Yes,MS (USA/EU),Jaipur,High,Low,5,High
216,Female,2022,"ML/AI, Cloud (AWS/Azure/GCP), Embedded Systems, Data Science, UI/UX Design",0,3,4,Zomato,Startup,IT Services,532124,No,Not Applicable,Hyderabad,Medium,Low,5,Medium
217,Male,2025,"Cloud (AWS/Azure/GCP), ML/AI, DevOps",1,5,3,Jio Platforms,Established,EdTech,899518,No,Not Applicable,Hyderabad,High,Low,3,High
218,Male,2024,"ML/AI, Networking, Blockchain",3,3,0,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Kolkata,Medium,Medium,3,Medium
219,Female,2024,"Data Science, Embedded Systems, Web Dev (Full Stack)",2,9,2,Tech Mahindra,Established,Logistics,753255,No,Not Applicable,Bangalore,High,Medium,3,Medium
220,Male,2024,"Blockchain, Python",1,5,2,Not Placed,Not Placed,Not Placed,0,Yes,Cybersecurity,Hyderabad,High,Low,2,Medium
221,Male,2022,"Cybersecurity, Networking, Digital Marketing, Web Dev (Full Stack)",0,5,2,Cognizant,Established,FinTech,1548110,No,Not Applicable,Bangalore,High,Low,4,High
222,Male,2022,"ML/AI, DevOps, Data Science, Java",0,5,0,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Hyderabad,Medium,Low,4,Medium
223,Female,2022,"ML/AI, DevOps",1,10,3,Tech Mahindra,Established,Consulting,2128890,No,Not Applicable,Mumbai,High,Low,2,Medium
224,Female,2024,"Web Dev (Full Stack), C++, Cybersecurity, Cloud (AWS/Azure/GCP)",0,10,4,Tata Motors,Established,E-commerce,904196,No,Not Applicable,Delhi,High,Low,4,High
225,Female,2025,"Data Science, Cybersecurity, Python",0,5,4,Tech Mahindra,Established,IT Services,1019055,No,Not Applicable,Pune,High,Low,3,High
226,Male,2024,"Python, DevOps, ML/AI, Cloud (AWS/Azure/GCP), Data Science",2,3,4,Ola,Startup,Manufacturing,966122,No,Not Applicable,Bangalore,Medium,Medium,5,Medium
227,Female,2022,"Blockchain, C++, ML/AI, UI/UX Design, Cybersecurity",0,6,4,Cisco,Established,FinTech,1190017,No,Not Applicable,Hyderabad,High,Low,5,High
228,Male,2025,"Python, Embedded Systems, Cloud (AWS/Azure/GCP)",3,4,0,Not Placed,Not Placed,Not Placed,0,Yes,AI/ML,Kolkata,Medium,Medium,3,Medium
229,Female,2022,"UI/UX Design, DevOps, Digital Marketing, C++",2,10,3,Infosys,Established,IT Services,2509449,No,Not Applicable,Bangalore,High,Medium,4,Medium
230,Female,2022,Web Dev (Full Stack),0,8,2,Cognizant,Established,FinTech,1954698,No,Not Applicable,Jaipur,High,Low,1,Low
231,Female,2024,"UI/UX Design, ML/AI, Python, Cloud (AWS/Azure/GCP)",0,4,2,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Ahmedabad,Medium,Low,4,Medium
232,Male,2022,"UI/UX Design, Web Dev (Full Stack), Python, C++, Data Science",0,8,4,Microsoft,Established,IT Services,2274100,No,Not Applicable,Hyderabad,High,Low,5,High
233,Female,2024,"Python, Java, ML/AI",2,9,1,Swiggy,Startup,Logistics,698771,No,Not Applicable,Delhi,Medium,Medium,3,Medium
234,Female,2024,"ML/AI, Digital Marketing, Data Science, Python",1,5,3,Paytm,Startup,E-commerce,443835,No,Not Applicable,Kolkata,High,Low,4,High
235,Female,2024,"Python, Digital Marketing, Embedded Systems",0,4,3,Meta,Established,Automotive,1878270,No,Not Applicable,Chennai,Medium,Low,3,Medium
236,Female,2024,"Blockchain, Embedded Systems, Networking",1,9,3,Ola,Startup,FinTech,597281,No,Not Applicable,Jaipur,High,Low,3,High
237,Male,2024,"ML/AI, Python",1,3,4,Meta,Established,Healthcare,1543877,Yes,AI/ML,Kolkata,Medium,Low,2,Medium
238,Female,2022,DevOps,0,6,4,TCS,Established,IT Services,961711,No,Not Applicable,Chennai,High,Low,1,Low
239,Female,2024,"Cloud (AWS/Azure/GCP), Networking",0,10,4,Dream11,Startup,Healthcare,681736,Yes,Data Science,Jaipur,High,Low,2,Medium
240,Female,2022,"Digital Marketing, Python",1,1,1,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Ahmedabad,Medium,Low,2,Medium
241,Female,2024,"Networking, Web Dev (Full Stack), Digital Marketing, DevOps, Cloud (AWS/Azure/GCP)",0,9,1,Jio Platforms,Established,Healthcare,1695320,Yes,PhD,Mumbai,Medium,Low,5,Medium
242,Female,2022,"Python, Blockchain, Cloud (AWS/Azure/GCP)",1,4,3,Meta,Established,Healthcare,2603202,No,Not Applicable,Hyderabad,Medium,Low,3,Medium
243,Female,2024,"DevOps, Web Dev (Full Stack), Blockchain, Data Science, Digital Marketing",2,6,2,Google,Established,Automotive,1793783,No,Not Applicable,Ahmedabad,High,Medium,5,Medium
244,Male,2023,"Digital Marketing, Cloud (AWS/Azure/GCP), Java",0,5,1,Flipkart,Established,Healthcare,1054380,No,Not Applicable,Jaipur,Medium,Low,3,Medium
245,Male,2023,"Embedded Systems, Digital Marketing, Java",2,6,4,L&T Technology Services,Established,FinTech,943773,No,Not Applicable,Hyderabad,High,Medium,3,Medium
246,Female,2024,"Digital Marketing, Data Science, Embedded Systems, Python, C++",1,10,2,Byju's,Startup,FinTech,408128,No,Not Applicable,Kolkata,High,Low,5,High
247,Male,2023,"Python, Web Dev (Full Stack), DevOps",0,4,4,Dr. Reddy's Labs,Established,Automotive,1847610,No,Not Applicable,Jaipur,Medium,Low,3,Medium
248,Male,2023,"DevOps, Data Science, Embedded Systems",1,10,4,L&T Technology Services,Established,E-commerce,1414865,No,Not Applicable,Kolkata,High,Low,3,High
249,Female,2025,"DevOps, Embedded Systems",3,4,2,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Hyderabad,Medium,Medium,2,Medium
250,Male,2025,"UI/UX Design, Embedded Systems, C++, Cybersecurity",0,7,2,Cisco,Established,Healthcare,1346334,Yes,MBA,Hyderabad,High,Low,4,High
251,Female,2024,"Networking, ML/AI",0,3,4,Dr. Reddy's Labs,Established,Manufacturing,818376,No,Not Applicable,Bangalore,Medium,Low,2,Medium
252,Male,2023,Embedded Systems,0,2,4,Dream11,Startup,IT Services,981263,Yes,M.Tech,Pune,Medium,Low,1,Low
253,Female,2022,"Cybersecurity, Java",0,1,3,Infosys,Established,E-commerce,494976,No,Not Applicable,Jaipur,Medium,Low,2,Medium
254,Female,2025,"Networking, Cybersecurity, Blockchain",0,7,4,HCLTech,Established,EdTech,946153,No,Not Applicable,Pune,High,Low,3,High
255,Male,2025,"Web Dev (Full Stack), C++",0,2,0,Not Placed,Not Placed,Not Placed,0,Yes,PhD,Chennai,Low,Low,2,Medium
256,Male,2024,"Networking, ML/AI",2,6,1,Oracle,Established,Logistics,1166078,No,Not Applicable,Ahmedabad,Medium,Medium,2,Medium
257,Male,2024,"Web Dev (Full Stack), Python, Embedded Systems",0,6,3,HCLTech,Established,Automotive,1572047,Yes,PhD,Chennai,High,Low,3,High
258,Female,2022,"Python, ML/AI",0,10,1,Zomato,Startup,E-commerce,659999,No,Not Applicable,Hyderabad,Medium,Low,2,Medium
259,Female,2025,"Web Dev (Full Stack), ML/AI, Blockchain",1,10,3,TCS,Established,IT Services,1929950,No,Not Applicable,Jaipur,High,Low,3,High
260,Male,2024,"C++, Cloud (AWS/Azure/GCP)",2,2,2,Not Placed,Not Placed,Not Placed,0,Yes,PhD,Pune,Medium,Medium,2,Medium
261,Female,2024,"ML/AI, Python, Cybersecurity",1,8,3,Swiggy,Startup,Automotive,677598,No,Not Applicable,Ahmedabad,High,Low,3,High
262,Male,2024,"C++, ML/AI",1,1,1,Not Placed,Not Placed,Not Placed,0,Yes,AI/ML,Jaipur,Medium,Low,2,Medium
263,Female,2022,"Python, Java, Cloud (AWS/Azure/GCP)",3,7,4,Cisco,Established,EdTech,2077353,No,Not Applicable,Jaipur,High,Medium,3,Medium
264,Female,2025,"Data Science, C++, Python, UI/UX Design, Blockchain",3,5,2,Tata Motors,Established,Consulting,2176399,No,Not Applicable,Mumbai,High,Medium,5,Medium
265,Female,2025,Digital Marketing,0,7,3,Ola,Startup,IT Services,949707,No,Not Applicable,Ahmedabad,High,Low,1,Low
266,Female,2025,"Cybersecurity, Data Science",1,8,2,Byju's,Startup,Consulting,720569,No,Not Applicable,Pune,High,Low,2,Medium
267,Male,2024,"Python, Cybersecurity, Java",0,8,4,Tata Motors,Established,Consulting,1177956,No,Not Applicable,Pune,High,Low,3,High
268,Male,2025,"Python, Networking, DevOps, Blockchain, ML/AI",2,1,2,Not Placed,Not Placed,Not Placed,0,Yes,AI/ML,Bangalore,Medium,Medium,5,Medium
269,Male,2025,"C++, DevOps, ML/AI",2,8,4,Dr. Reddy's Labs,Established,IT Services,2013581,No,Not Applicable,Jaipur,High,Medium,3,Medium
270,Female,2024,"Java, Blockchain",1,5,4,Ola,Startup,Consulting,300000,Yes,Data Science,Hyderabad,High,Low,2,Medium
271,Female,2023,"Digital Marketing, Data Science",1,7,0,Dr. Reddy's Labs,Established,Automotive,1136494,No,Not Applicable,Delhi,Medium,Low,2,Medium
272,Male,2023,"Python, Cybersecurity, Cloud (AWS/Azure/GCP)",2,7,2,Flipkart,Established,Consulting,940405,No,Not Applicable,Mumbai,High,Medium,3,Medium
273,Female,2024,"ML/AI, UI/UX Design, DevOps, Digital Marketing",3,1,2,Not Placed,Not Placed,Not Placed,0,Yes,Cybersecurity,Bangalore,Medium,Medium,4,Medium
274,Female,2023,"Blockchain, Cybersecurity",1,4,3,Paytm,Startup,EdTech,378198,No,Not Applicable,Bangalore,Medium,Low,2,Medium
275,Female,2022,"Blockchain, ML/AI, C++",1,4,2,TCS,Established,Consulting,1564192,No,Not Applicable,Bangalore,Medium,Low,3,Medium
276,Male,2022,"Networking, UI/UX Design, ML/AI, C++",0,6,4,Tech Mahindra,Established,Manufacturing,618387,No,Not Applicable,Delhi,High,Low,4,High
277,Female,2023,"Digital Marketing, DevOps, Embedded Systems",0,10,1,Meta,Established,Healthcare,1581814,No,Not Applicable,Mumbai,Medium,Low,3,Medium
278,Male,2024,"DevOps, ML/AI, C++, Web Dev (Full Stack), Python",1,3,2,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Hyderabad,Medium,Low,5,Medium
279,Male,2022,"C++, Java, DevOps",0,6,3,Dr. Reddy's Labs,Established,E-commerce,300000,No,Not Applicable,Delhi,High,Low,3,High
280,Female,2025,"Cybersecurity, Networking, Java, ML/AI",2,7,4,Cognizant,Established,Automotive,1948109,No,Not Applicable,Delhi,High,Medium,4,Medium
281,Male,2023,"Data Science, Java, ML/AI, Digital Marketing",0,5,4,Google,Established,EdTech,783912,No,Not Applicable,Jaipur,High,Low,4,High
282,Female,2025,"Data Science, Embedded Systems, Cybersecurity",2,5,3,Byju's,Startup,Healthcare,760066,No,Not Applicable,Jaipur,High,Medium,3,Medium
283,Female,2023,"Blockchain, Web Dev (Full Stack), C++, ML/AI",3,9,1,Paytm,Startup,EdTech,664749,No,Not Applicable,Kolkata,Medium,Medium,4,Medium
284,Female,2022,"UI/UX Design, Embedded Systems, Data Science, Cybersecurity, ML/AI",0,5,1,HCLTech,Established,Healthcare,2172796,Yes,PhD,Chennai,Medium,Low,5,Medium
285,Female,2025,"ML/AI, Data Science",1,7,1,TCS,Established,Healthcare,1013564,No,Not Applicable,Jaipur,Medium,Low,2,Medium
286,Male,2025,"DevOps, Embedded Systems, Python",0,8,0,Infosys,Established,Manufacturing,2460134,No,Not Applicable,Delhi,Medium,Low,3,Medium
287,Male,2025,"C++, Cloud (AWS/Azure/GCP), ML/AI, Digital Marketing",2,9,3,Jio Platforms,Established,Consulting,1269841,No,Not Applicable,Pune,High,Medium,4,Medium
288,Male,2022,"UI/UX Design, Cloud (AWS/Azure/GCP)",1,3,0,Not Placed,Not Placed,Not Placed,0,Yes,MBA,Ahmedabad,Medium,Low,2,Medium
289,Male,2025,"Digital Marketing, Embedded Systems, UI/UX Design, Java, Blockchain",2,6,4,L&T Technology Services,Established,E-commerce,1514672,No,Not Applicable,Chennai,High,Medium,5,Medium
290,Female,2025,"DevOps, Cybersecurity, Web Dev (Full Stack)",1,9,4,Oracle,Established,EdTech,767514,No,Not Applicable,Kolkata,High,Low,3,High
291,Male,2025,"UI/UX Design, Embedded Systems",2,4,1,Not Placed,Not Placed,Not Placed,0,Yes,PhD,Pune,Medium,Medium,2,Medium
292,Female,2023,"UI/UX Design, C++, Cybersecurity",2,4,3,Infosys,Established,Automotive,1117433,No,Not Applicable,Bangalore,Medium,Medium,3,Medium
293,Male,2025,"Java, Web Dev (Full Stack), UI/UX Design, Cloud (AWS/Azure/GCP)",1,1,2,Not Placed,Not Placed,Not Placed,0,Yes,M.Tech,Pune,Medium,Low,4,Medium
294,Female,2023,"Embedded Systems, ML/AI, Digital Marketing, Blockchain, UI/UX Design",0,7,2,Swiggy,Startup,E-commerce,871515,No,Not Applicable,Jaipur,High,Low,5,High
295,Female,2023,"C++, Embedded Systems, Cybersecurity, Data Science",0,7,1,Tech Mahindra,Established,Logistics,1115576,No,Not Applicable,Pune,Medium,Low,4,Medium
296,Male,2024,"Java, Cybersecurity",3,5,2,Oracle,Established,Consulting,1249532,Yes,M.Tech,Pune,High,Medium,2,Medium
297,Male,2023,"Cloud (AWS/Azure/GCP), C++, Java, DevOps",2,5,2,Wipro,Established,FinTech,493221,No,Not Applicable,Delhi,High,Medium,4,Medium
298,Female,2023,"C++, Data Science, Embedded Systems, Web Dev (Full Stack)",0,10,2,Flipkart,Established,Manufacturing,824306,No,Not Applicable,Jaipur,High,Low,4,High
299,Female,2024,"Cybersecurity, Java, UI/UX Design",2,8,3,Jio Platforms,Established,Healthcare,1471265,No,Not Applicable,Jaipur,High,Medium,3,Medium
300,Male,2025,"Networking, Java, UI/UX Design, DevOps",0,6,3,Paytm,Startup,E-commerce,461687,No,Not Applicable,Pune,High,Low,4,High
301,Male,2025,"Java, C++, Networking, Cloud (AWS/Azure/GCP), Blockchain",0,5,2,Not Placed,Not Placed,Not Placed,0,Yes,MS (USA/EU),Pune,High,Low,5,High
302,Male,2023,Blockchain,1,9,4,Adobe,Established,Healthcare,568227,No,Not Applicable,Bangalore,High,Low,1,Low
303,Female,2023,"C++, UI/UX Design",0,4,1,Byju's,Startup,Manufacturing,857728,No,Not Applicable,Pune,Medium,Low,2,Medium
304,Female,2024,"Cybersecurity, Digital Marketing, Data Science, Networking, C++",1,4,3,Paytm,Startup,EdTech,300000,No,Not Applicable,Chennai,Medium,Low,5,Medium
305,Female,2024,"Data Science, Blockchain",0,7,3,Capgemini,Established,IT Services,2234312,No,Not Applicable,Chennai,High,Low,2,Medium
306,Female,2022,"Cloud (AWS/Azure/GCP), UI/UX Design, Embedded Systems",0,6,3,TCS,Established,Logistics,1275351,No,Not Applicable,Pune,High,Low,3,High
307,Female,2022,"Data Science, UI/UX Design, Web Dev (Full Stack), Networking, Python",1,7,3,Capgemini,Established,FinTech,1387850,No,Not Applicable,Jaipur,High,Low,5,High
308,Male,2024,"Python, DevOps, C++, Cloud (AWS/Azure/GCP), Cybersecurity",3,5,2,Not Placed,Not Placed,Not Placed,0,Yes,Cybersecurity,Pune,High,Medium,5,Medium
309,Female,2022,"Networking, DevOps, Embedded Systems",1,5,1,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Chennai,Medium,Low,3,Medium
310,Male,2024,"Networking, C++, UI/UX Design",1,8,3,TCS,Established,Healthcare,301773,No,Not Applicable,Bangalore,High,Low,3,High
311,Female,2024,"Cybersecurity, Cloud (AWS/Azure/GCP), Digital Marketing, ML/AI",0,4,4,Meta,Established,IT Services,2274846,No,Not Applicable,Jaipur,Medium,Low,4,Medium
